file_path,file_name,bpm,key_technical,key_camelot,valence,mood_detailed,error
mood_readers/deep_purple_smoke_on_the_water.wav,deep_purple_smoke_on_the_water.wav,114,Gmin,6A,Negativă (Minor),Melancolic / Nostalgic (Arousal Mediu),
